O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1744388,60058,O,232948.73,1997-07-02,1-URGENT,Clerk#000000468,0,according to the furiously ironic packages. furiously expre,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
1751041,60088,O,229507.75,1997-08-03,3-MEDIUM,Clerk#000000643,0,ptotes wake regularly along the fluffily ironic theodolites. entici,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
1758720,60049,F,24547.69,1993-12-12,3-MEDIUM,Clerk#000000657,0,ing accounts. slyly special pinto beans nag bli,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
1763010,60049,O,78929.65,1995-09-15,4-NOT SPECIFIED,Clerk#000000269,0,g instructions. fluffily ,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
1797253,60077,F,313615.24,1993-09-13,3-MEDIUM,Clerk#000000842,0,sly even accounts use. packages i,60077,Customer#000060077,20l7qcXSrVV,4,14-206-902-5158,9000.61,BUILDING, boost quickly among the slyly regular platelets. blithely pending requests b
3601894,60046,O,36640.87,1998-03-13,2-HIGH,Clerk#000000329,0,"ar excuses. regular, final packages detect slyly silent depos",60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
3609154,60055,P,177016.57,1995-04-13,1-URGENT,Clerk#000000404,0,doggedly silent courts wake. ironic requests sleep never bold warth,60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
3609473,60026,F,106327.75,1994-03-21,5-LOW,Clerk#000000925,0,ual accounts cajole carefully. quickly pending sauternes boost ac,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
3611750,60070,O,159854.45,1997-01-13,1-URGENT,Clerk#000001000,0,egular ideas solve quickly around the furiously pending accounts,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
3612032,60002,F,56195.94,1995-02-23,4-NOT SPECIFIED,Clerk#000000441,0,ajole furiously. deposits accor,60002,Customer#000060002,ThGBMjDwKzkoOxhz,15,25-782-500-8435,742.46,BUILDING, beans. fluffily regular packages
3615296,60032,F,23174.55,1993-03-22,4-NOT SPECIFIED,Clerk#000000691,0,al ideas according to the carefully regular dependencies must are abou,60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
3618338,60068,O,127334.01,1996-12-30,2-HIGH,Clerk#000000313,0,s instructions dazzle b,60068,Customer#000060068,"nXabPtwJBxlxb,0edpFf",23,33-906-135-1500,4492.81,HOUSEHOLD,uriously even accounts use furiously carefully ironic pack
3620615,60079,F,3942.77,1992-01-22,4-NOT SPECIFIED,Clerk#000000257,0,se furiously slyly ironic asymptotes-- slyly s,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
3628869,60010,O,58708.50,1998-02-10,5-LOW,Clerk#000000501,0,al requests. quickly ev,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
3636231,60022,O,56162.67,1998-07-18,3-MEDIUM,Clerk#000000990,0, ironic grouches. idle accounts use furiously carefully slow depo,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
3639680,60040,O,82855.46,1997-03-27,5-LOW,Clerk#000000607,0,egular sentiments bene,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
3642215,60026,F,23677.27,1994-11-28,4-NOT SPECIFIED,Clerk#000000925,0, furiously final excuses across the furiously regular req,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
3642437,60073,F,129391.18,1994-06-01,1-URGENT,Clerk#000000441,0,slyly unusual excuses. carefully even accounts in,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
3652322,60073,F,234628.46,1993-06-22,5-LOW,Clerk#000000825,0,s packages use carefully slyly final platelets. quickly bold dinos was. ,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
3654790,60070,F,88324.21,1992-07-04,3-MEDIUM,Clerk#000000390,0,pending accounts against the packages,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
3660838,60034,F,265066.56,1993-05-15,2-HIGH,Clerk#000000718,0,"kly. pending, final platelets nag. quickly regular accoun",60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
3687078,60079,O,210559.02,1998-04-22,1-URGENT,Clerk#000000075,0,egular ideas since the quickly ironic packages ,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
3692000,60023,F,102267.99,1994-06-19,1-URGENT,Clerk#000000541,0,heodolites boost slyly alongside of the slyly regul,60023,Customer#000060023,"xW88V4b5xKDArlo0qP,z XmrcQ R",21,31-806-887-2010,-12.97,MACHINERY, the fluffily final somas. ideas haggle above the quickly final requ
3699681,60067,O,54291.05,1997-12-21,2-HIGH,Clerk#000000782,0,"er the ironic, final pinto beans. even accounts wake fluffily. carefully pendi",60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
3702530,60029,F,22130.39,1994-06-02,2-HIGH,Clerk#000000618,0,"he final, pending platelets.",60029,Customer#000060029,"5xZC76MsijD,s0i137ZP, DHyiw7kSS1HZ35kos3",14,24-983-762-4152,9281.15,FURNITURE,"longside of the ironic, regular foxes. carefully special ideas across the q"
3704837,60100,O,146839.74,1997-12-30,4-NOT SPECIFIED,Clerk#000000872,0,rding to the slyly regular theodolites. blithely ironic requests accordin,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
3708160,60040,F,160000.77,1994-11-22,4-NOT SPECIFIED,Clerk#000000179,0,es. blithely regular instructions sleep furious,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
3710817,60040,F,70355.28,1992-12-04,3-MEDIUM,Clerk#000000262,0,"nic, unusual theodolites serve blithely. ironic ideas above the furi",60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
3724646,60083,O,295020.06,1997-10-30,3-MEDIUM,Clerk#000000875,0,ages use. blithely regula,60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
3728737,60007,F,10033.69,1992-10-02,4-NOT SPECIFIED,Clerk#000000126,0,nic theodolites wake carefully against the furi,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
3733411,60064,O,288630.31,1997-07-26,5-LOW,Clerk#000000122,0," ideas at the even, regular ideas boost slyly aga",60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
3756864,60088,O,67506.12,1998-07-09,3-MEDIUM,Clerk#000000234,0,lar accounts above the daringly pending warhorses haggle ,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
3757409,60073,O,52251.30,1996-05-16,1-URGENT,Clerk#000000351,0,haggle against the specia,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
3758464,60067,O,170039.52,1996-04-06,2-HIGH,Clerk#000000819,0,", final hockey players are. regular deposit",60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
3768960,60074,O,101313.16,1996-06-21,5-LOW,Clerk#000000262,0,ccording to the furiously unusual requests. even theodol,60074,Customer#000060074,"iSYTpN9,YZnCxj8L",1,11-891-864-7463,8364.34,FURNITURE,ording to the blithely final requests. carefully even packages wake blit
3777953,60022,O,194887.14,1997-10-09,1-URGENT,Clerk#000000341,0,pinto beans. blithely silent foxes haggle quickly sly accoun,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
3794016,60031,F,315107.82,1994-06-02,2-HIGH,Clerk#000000444,0, after the slyly even asymptotes. fluffi,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
3825825,60070,O,172852.02,1997-09-04,2-HIGH,Clerk#000000316,0,ajole blithely. blithely bold foxes wake blithely. regular,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
3836483,60014,O,185811.65,1996-12-15,4-NOT SPECIFIED,Clerk#000000930,0,l foxes snooze blithely around the blithely idle ,60014,Customer#000060014,4PiiMY zaWY1W4hVpXEzdkRQrskLaq,16,26-322-873-9166,7932.15,FURNITURE,ic ideas along the bold packages u
3836740,60088,O,161909.98,1996-05-16,4-NOT SPECIFIED,Clerk#000000573,0,ven pinto beans cajole boldly permanently final re,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
3840070,60031,F,222159.09,1993-12-15,1-URGENT,Clerk#000000653,0,are about the quickly final somas. blithely final theodolites haggle,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
3845126,60004,F,40770.30,1994-12-16,3-MEDIUM,Clerk#000000470,0,nal accounts nag fluffi,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
3847655,60079,O,228692.42,1997-11-01,5-LOW,Clerk#000000506,0, quickly bold accoun,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
3850501,60097,F,22148.56,1992-06-24,4-NOT SPECIFIED,Clerk#000000226,0,ctions sleep quickly express packages. carefully ironic asympto,60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
3858149,60085,F,65181.29,1992-04-16,3-MEDIUM,Clerk#000000043,0, during the slyly unusual packages. slyly express dependencies ,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
3873797,60067,O,307166.99,1995-07-16,3-MEDIUM,Clerk#000000102,0,rly blithely even requests; blithely ironic decoys cajole slyly,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
3873924,60004,O,214618.25,1998-04-26,4-NOT SPECIFIED,Clerk#000000632,0, boost carefully bold foxes. even pinto beans ,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
3875622,60046,F,85207.75,1993-10-06,5-LOW,Clerk#000000483,0, cajole regular asymptotes. carefully ,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
3881636,60062,O,98889.44,1995-12-17,3-MEDIUM,Clerk#000000362,0,rious theodolites cajole along the deposits. slyly silent asympt,60062,Customer#000060062,"1SI,x4F9 zO22 F7OGksMBSUWu5AUpP",0,10-604-525-3386,6210.99,FURNITURE,ons cajole blithely. bold theodolites along
3888864,60091,F,173105.10,1994-06-06,4-NOT SPECIFIED,Clerk#000000173,0,dependencies. grouches haggle above the fur,60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
3889345,60076,O,162781.70,1997-02-19,5-LOW,Clerk#000000104,0,print stealthily after the blithely pending packages. regul,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
3890214,60064,F,269231.02,1992-05-13,3-MEDIUM,Clerk#000000159,0,lar accounts poach fluffily ,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
3891590,60062,O,223761.69,1997-04-15,5-LOW,Clerk#000000762,0,ely. slyly silent platelets are slyly according to the ,60062,Customer#000060062,"1SI,x4F9 zO22 F7OGksMBSUWu5AUpP",0,10-604-525-3386,6210.99,FURNITURE,ons cajole blithely. bold theodolites along
3892485,60080,O,144635.76,1995-11-25,1-URGENT,Clerk#000000150,0, orbits eat. excuses against the express patterns ,60080,Customer#000060080,"g7cKdEj2mzUQLSKFFnWsmL,3GaOIrBmfi",0,10-192-161-6631,689.24,BUILDING," slyly pending, permanent packages. special foxes above the slyly regular packages are idly careful pinto"
3908161,60077,F,155851.58,1992-01-26,1-URGENT,Clerk#000000006,0,"its nag of the brave requests. pending, even ideas against the sly",60077,Customer#000060077,20l7qcXSrVV,4,14-206-902-5158,9000.61,BUILDING, boost quickly among the slyly regular platelets. blithely pending requests b
3918626,60040,O,286197.23,1995-12-05,3-MEDIUM,Clerk#000000973,0,l accounts. quickly final packages haggle carefully furiously even packages. ,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
3920198,60088,O,185222.72,1997-01-25,2-HIGH,Clerk#000000426,0,ep blithely furiously regular pinto beans. ,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
3920550,60070,F,109798.30,1992-02-25,1-URGENT,Clerk#000000287,0,bove the even requests. quickly special dependencies nag furiously after,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
3920580,60071,O,176588.79,1995-07-21,5-LOW,Clerk#000000971,0,fily regular accounts? quickly even foxes al,60071,Customer#000060071,5OpD50GLeQCOEfSwMIGK2Ex111bsESvygAzj,1,11-933-273-2627,7050.68,FURNITURE,"fily ironic accounts haggle blithely. regular, final requests engage "
3935047,60050,F,55561.99,1993-04-15,5-LOW,Clerk#000000851,0,. carefully regular courts,60050,Customer#000060050,"gGFB2vQ,gT2gRGSSDE",16,26-622-811-1720,5181.99,FURNITURE, carefully bold deposits are after the carefully regular instructions. ideas about the ironic requests are ironic
3961924,60071,O,38893.52,1997-10-27,3-MEDIUM,Clerk#000000023,0,ss requests against the fluffily final packages sleep quickly alongside of the,60071,Customer#000060071,5OpD50GLeQCOEfSwMIGK2Ex111bsESvygAzj,1,11-933-273-2627,7050.68,FURNITURE,"fily ironic accounts haggle blithely. regular, final requests engage "
3968487,60097,O,347465.69,1997-05-08,2-HIGH,Clerk#000000823,0,"thy, ironic foxes around the furious accounts sleep unusual, i",60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
3969377,60076,F,85824.83,1994-05-03,4-NOT SPECIFIED,Clerk#000000425,0,ns sleep among the sly,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
3982724,60059,F,233879.49,1993-05-21,5-LOW,Clerk#000000433,0,nding instructions. slyly unusual accounts kindle. f,60059,Customer#000060059,"dZISBokE9NWaz13 b5WbOHrd8DifA,e2yict0",24,34-348-323-9173,2337.46,HOUSEHOLD,"ndencies. excuses sleep. quickly daring dugouts cajole furiously. carefully final accounts across the final, bold"
3998081,60004,O,95927.40,1996-11-16,3-MEDIUM,Clerk#000000656,0,"e carefully after the express, unusual theodolites! blithel",60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
3998913,60092,O,193522.71,1995-06-20,1-URGENT,Clerk#000000279,0,ctions. regular pinto beans use blithely. slyly ironic packa,60092,Customer#000060092,7HlwD5NMv4G1iaQGEN3,3,13-875-733-5313,6711.67,AUTOMOBILE, even accounts cajole furiously. furiously unusua
4003812,60007,O,204745.89,1996-10-24,3-MEDIUM,Clerk#000000470,0, furiously pending excuses sleep fluffily blithely unusual instructions. quick,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
4016449,60079,F,245472.40,1993-12-18,2-HIGH,Clerk#000000519,0,oost about the furiously special a,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
4018017,60058,O,56979.88,1997-03-02,5-LOW,Clerk#000000819,0, the dolphins cajole ruthlessly after the carefully unusual pac,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
